,ivtU_max,ivtU_mean,ivtV_max,ivtV_mean,rain,year
1995-03-22,-51.9926952322,-19.034743768,-141.802149128,-76.5828604116,4.7,1995
1995-03-23,298.40869936,151.244894346,61.3636881466,14.4179785564,3.5,1995
1995-03-27,162.802451101,91.7683466059,-42.0789395464,-11.0939384348,5.6,1995
1995-04-02,301.143513119,243.988437262,-4.02148953463,79.1361138177,7.3,1995
1995-04-06,176.14018788,120.994005608,-24.6779146596,-26.9852888335,6.8,1995
1995-04-07,276.765870357,199.958235832,-256.092862046,-142.320450983,12.5,1995
1995-04-14,100.171104645,30.0583946908,-94.0852946087,-96.8527955724,2.1,1995
1995-04-15,99.1695223841,96.7950948667,-194.235669896,-139.937127374,1.0,1995
1995-04-18,265.480301849,130.093643617,106.225732053,89.345483153,1.5,1995
1995-04-26,134.009934961,56.5442623983,-213.923396802,-54.8972692603,6.8,1995
1995-04-27,210.308652924,216.658108108,-563.706536862,-431.316415667,54.8,1995
1995-04-28,232.530862149,163.816188789,-450.707138492,-232.352770124,39.5,1995
1995-04-30,326.797716517,128.40417475,-254.785548176,-137.424064262,4.4,1995
1995-05-27,132.000517612,131.380214784,-228.351440718,-163.085555879,25.5,1995
1995-05-29,117.987836081,79.8169123056,-93.4051017346,-52.7714111698,6.1,1995
1995-05-30,365.345990388,198.128202525,-65.1657810995,-62.3746139532,22.5,1995
1995-05-31,663.933469787,378.765170361,-244.794448768,-75.1054481417,1.6,1995
1995-06-03,138.074336641,64.726550668,-136.394512608,-39.2468104497,2.9,1995
1995-06-04,321.471285288,249.700540099,-260.102507118,-206.44397338,5.9,1995
1995-06-05,321.471285288,211.925649619,-260.102507118,-136.613771364,8.8,1995
1995-06-06,203.642476081,122.265949486,-151.461957796,-34.0376851878,10.1,1995
1995-06-08,7.16645755633,4.67798024167,24.7947841523,9.40344512446,15.9,1995
1995-06-09,617.684651422,249.120104257,-476.978694225,-257.112396223,18.5,1995
1995-06-10,617.684651422,232.112293665,-476.978694225,-92.8514180003,8.8,1995
1995-06-11,671.567866336,274.108157789,-398.488150611,-186.147021531,12.2,1995
1995-06-15,86.9240851692,55.7231115475,-279.488221151,-127.554280251,28.8,1995
1995-06-16,30.1699580374,130.398663259,-398.863944213,-254.37504895,5.7,1995
1995-06-20,281.471256832,157.647428068,74.6524709246,32.5868094706,6.2,1995
1995-06-21,325.519434871,300.343122802,71.7474160804,47.2491615915,5.6,1995
1995-06-22,311.406438839,261.454367797,5.95775253051,37.5687728997,35.1,1995
1995-06-23,413.43209657,305.43621027,-77.2938587735,-52.2887291926,3.7,1995
1995-06-25,254.575712281,89.1238734833,55.2485776591,80.6885258367,26.0,1995
1995-06-26,563.169158509,427.138272472,-11.7591444198,30.0360667613,10.0,1995
1995-06-29,157.112526924,79.7512576294,-150.189609732,-25.5623098581,7.0,1995
1995-06-30,257.094810879,206.126322769,-316.08447687,-153.11569057,7.7,1995
1995-07-03,57.7026654687,32.4483717042,-97.5476766393,-20.8954049817,20.8,1995
1995-07-04,328.747388181,235.456388251,-355.032265245,-234.184475472,64.7,1995
1995-07-05,275.177262801,122.552725909,-223.128650419,-53.0485230364,12.3,1995
1995-07-06,107.146793975,82.7858192517,45.8908067321,49.1884580954,2.3,1995
1995-07-07,161.434671603,99.9690765029,29.9361045441,42.1506740585,3.8,1995
1995-07-08,161.434671603,104.087420067,29.9361045441,-3.77877581785,22.7,1995
1995-07-09,340.165746031,216.844231404,-45.5272650422,-27.3952309035,3.9,1995
1995-07-10,565.829199988,323.61003971,-181.546271296,-88.308716616,16.5,1995
1995-07-21,58.8050975855,55.4185928988,-115.308772735,-63.9844377514,5.4,1995
1995-07-22,392.126366924,243.600413526,-657.956454456,-409.73388467,59.4,1995
1995-07-23,370.858387761,233.06709416,-603.790936174,-392.224243168,13.3,1995
1995-07-24,140.578630776,135.59421264,-300.297020947,-158.929946502,4.7,1995
1995-07-25,87.8633152273,59.3794932129,-64.8109645138,-46.5449751392,7.7,1995
1995-07-26,125.103979533,90.2951166238,-73.346940681,-64.8399431059,1.8,1995
1995-07-27,224.95894571,115.360807364,-117.720904209,-85.457128023,9.8,1995
1995-07-28,294.391912381,217.936974453,-125.963799421,-83.2174811089,2.7,1995
1995-08-01,36.4141335355,26.1142894244,-7.01294272327,3.37749797531,11.7,1995
1995-08-02,196.840837236,101.000303915,-29.1984414858,1.96195441613,1.9,1995
1995-08-05,45.4592828961,12.7951140784,-10.0214535096,15.8256764514,13.3,1995
1995-08-11,102.694560045,41.3792971381,-156.438249173,-32.497635923,57.4,1995
1995-08-12,255.905955022,199.97315295,-438.980395798,-264.045001966,11.0,1995
1995-08-13,205.766809196,156.486246364,-131.690299346,-143.707758611,13.7,1995
1995-08-14,205.766809196,126.052627055,-131.690299346,-75.1504728832,4.0,1995
1995-08-21,116.686485066,44.6019643997,-87.1896289751,-56.4882742275,6.4,1995
1995-08-22,329.367764776,217.563907214,-314.241266543,-210.018611891,34.8,1995
1995-08-23,295.531317009,270.735288664,-379.300724773,-268.212207024,22.7,1995
1995-08-24,295.531317009,214.455563723,-379.300724773,-291.176470323,1.1,1995
1995-08-26,107.946124732,66.6321696006,-205.124808051,-97.7331703709,12.3,1995
1995-08-28,241.924604131,130.704561559,-156.490515974,-59.1187481871,5.8,1995
1995-08-30,280.466691153,145.977200662,-1.17898211485,3.24227452727,1.0,1995
1995-09-16,232.596642033,150.984604218,59.7591033718,41.6408338321,1.7,1995
1995-09-17,488.445211557,332.208299424,-59.2842719611,-48.4412290363,2.4,1995
1995-09-24,135.612247634,58.5996069642,-47.3038347147,-0.822793182204,5.1,1995
1995-10-02,54.1585585695,45.1428108548,-191.261071082,-150.117005482,13.5,1995
1995-10-05,127.163599361,68.4138078566,-144.519758097,-57.5402516596,16.5,1995
1995-10-06,238.717706509,169.690340967,-339.945057644,-166.058148002,19.1,1995
1995-10-10,188.75899828,96.9587070369,-47.1526252535,-4.94732697553,1.0,1995
1995-10-11,188.75899828,89.8671409813,-47.1526252535,4.58481872392,1.5,1995
1995-10-24,206.056692537,111.429360016,-65.8385904283,-52.9360042423,3.6,1995
1995-11-02,90.8129030795,86.5509839205,-191.478230078,-162.144406131,1.1,1995
1995-11-03,101.367796321,94.2027311756,-203.355539579,-148.32095507,1.0,1995
1995-11-24,191.574893845,124.874026198,-66.921382009,-18.3022868394,1.2,1995
1996-02-19,522.100122233,221.803126072,-188.156119341,-101.59108264,12.0,1996
1996-03-11,115.429484313,89.8831280255,-59.3343352257,-39.9133885414,11.1,1996
1996-03-30,213.14100091,143.179794012,56.5945664863,60.1507323262,1.0,1996
1996-04-01,387.731457526,187.329852696,-84.409991495,-36.8667765546,22.4,1996
1996-04-02,420.804702531,219.589176361,-108.926185779,-26.0779772237,12.9,1996
1996-04-05,70.147378702,3.18777187872,-25.2930936516,-16.2805653164,11.0,1996
1996-04-06,269.52851051,184.301917764,69.9565288099,47.7023275895,6.1,1996
1996-04-07,238.895600287,87.1807117916,116.671403996,47.887326088,8.2,1996
1996-04-08,398.773877165,200.471844225,-102.929230304,-74.0452174632,1.7,1996
1996-04-10,105.085646061,45.8300961454,-35.4270046167,13.1936883179,2.2,1996
1996-05-06,131.841434947,80.1412147381,-142.630254569,-17.56652547,12.9,1996
1996-05-15,239.788248471,93.1430490546,-47.3052097963,32.0388696188,22.5,1996
1996-05-16,434.869402083,269.810583795,-236.909562869,-83.4951561857,4.3,1996
1996-05-18,330.281281929,159.979969789,45.0641981234,38.5087521818,4.3,1996
1996-05-24,-37.2478129398,-55.913304511,-168.25000431,-120.173090111,9.5,1996
1996-05-27,312.086139892,161.24924536,-504.509898672,-301.93152024,11.4,1996
1996-06-04,72.9871009871,37.6737911188,-32.5179151751,-17.165200174,2.6,1996
1996-06-10,57.9460474935,68.6401009931,-108.673179644,-68.5924633818,15.6,1996
1996-06-11,406.00675186,247.38041095,-741.729529864,-424.896608559,55.8,1996
1996-06-13,188.282938793,135.623682756,-283.415683573,-236.881595511,53.8,1996
1996-06-14,-18.9212343483,20.9885690514,-225.971056146,-180.987849599,11.6,1996
1996-06-30,139.498232733,78.2655514137,-142.632279241,-54.0304151058,11.4,1996
1996-07-01,147.985859188,118.473558582,-193.284134802,-190.580980602,14.9,1996
1996-07-03,25.382244755,2.94228624352,-90.0349880393,-45.1908271431,3.7,1996
1996-07-04,29.4458136566,-1.64790378553,-452.129425997,-229.113489571,32.4,1996
1996-07-06,-68.7192287455,-0.593728934975,-190.533589451,-139.404676326,13.1,1996
1996-07-07,-73.4799653802,-40.0925058286,-394.923569438,-309.614631564,10.8,1996
1996-07-22,-0.395486038453,42.8375660208,-279.00185944,-157.133567921,1.4,1996
1996-08-02,-52.983510313,-32.0786008845,-395.12866876,-303.367330265,8.4,1996
1996-08-03,-10.5150920015,3.79655171676,-272.0490881,-243.631139744,8.5,1996
1996-08-04,-46.648117285,11.9016718938,-243.745246705,-183.262221526,7.5,1996
1996-08-05,-148.914357419,-92.4435883777,-388.919419229,-285.485331312,13.2,1996
1996-08-07,73.0926975879,59.5037776328,-102.08578281,-68.6463639995,13.4,1996
1996-08-08,170.696684983,110.809841282,-182.363988224,-109.438713138,1.8,1996
1996-08-12,128.840036556,93.6503231977,-319.361188101,-145.642445116,23.4,1996
1996-08-14,285.820365411,215.518597898,-204.18470948,-101.007542181,1.1,1996
1996-08-18,221.189629943,140.099994917,-406.028192634,-195.092818118,6.1,1996
1996-08-19,161.26024522,137.574313985,-440.524845825,-343.300060639,1.5,1996
1996-08-23,207.576515842,143.550154748,-545.573179036,-354.540457748,64.6,1996
1996-08-24,215.489647294,113.572588322,-450.483450121,-184.686357544,14.4,1996
1996-08-30,5.71963990734,38.4093297191,98.1381347829,38.1229897608,6.8,1996
1996-09-03,160.472659818,79.9609871906,224.539022571,125.301335738,4.4,1996
1996-10-01,116.981874415,98.3198019906,43.7351269065,17.2161538487,1.0,1996
1996-10-03,128.706794134,109.230109266,-154.024592696,-109.631912907,3.5,1996
1996-10-15,194.206729432,77.7242325247,-125.104863851,-32.7746356726,5.4,1996
1996-10-16,194.206729432,119.432394514,-125.104863851,-68.8338652302,11.7,1996
1996-10-18,159.892271787,127.645844222,-26.1731642398,-11.5500158881,2.5,1996
1996-11-05,273.246570622,166.482577886,-183.399379226,-92.3740097518,10.5,1996
1996-11-21,178.870215564,94.7479994258,-22.1562906039,34.8713230216,5.7,1996
1996-11-28,159.116760765,105.853763698,-160.024298805,-51.5705392434,2.9,1996
1996-12-04,111.389533953,67.3814261894,-120.39208027,-96.2719857499,2.4,1996
1996-12-07,45.8459573239,58.7579822404,113.459143736,52.5709707205,12.4,1996
1996-12-08,123.177375852,49.4505585009,-118.076077755,-66.0906226829,5.8,1996
1997-01-22,56.112086069,27.7045292307,-5.59996670635,18.4031075052,3.2,1997
1997-01-31,-0.944882781771,28.3505259682,262.249947523,203.430108731,19.5,1997
1997-02-01,451.955869646,221.365614622,-45.1603120852,41.0526213588,4.9,1997
1997-02-03,277.771787815,150.403515548,-106.280235864,-23.2616712003,21.0,1997
1997-04-14,325.998572181,213.16380327,-187.804430632,-69.0388792705,6.0,1997
1997-04-20,85.9703479966,77.8955476963,-52.1049513458,-6.95090532248,5.3,1997
1997-04-21,297.697835064,211.190899471,-112.796050855,-129.051611361,33.5,1997
1997-04-22,759.982252905,387.044656924,-468.497118518,-317.819689559,148.7,1997
1997-04-23,788.759343461,736.591884569,-476.404706617,-431.416709054,6.6,1997
1997-04-28,309.153391595,230.608537279,-95.3756418704,57.5528021169,25.4,1997
1997-04-29,589.061416622,409.151240889,-163.054025749,-129.978940161,3.4,1997
1997-04-30,340.955686144,304.594399546,-174.88505968,-69.4845843256,10.4,1997
1997-05-01,874.430773719,519.422189773,-148.922287634,-93.8995305786,1.0,1997
1997-05-15,85.4812347454,78.4660839747,-239.582331093,-164.908398522,9.3,1997
1997-05-16,7.85952586062,95.2401384706,-267.194434652,-181.954658811,67.2,1997
1997-05-17,320.595939134,161.180396701,-363.52921815,-280.032758189,9.4,1997
1997-05-18,247.626372285,145.127930043,-228.053304977,-138.751676238,2.7,1997
1997-05-19,84.917086726,65.4814805487,-175.257249759,-109.82051362,35.5,1997
1997-05-25,73.4865289949,34.4118846248,-118.773705422,-85.7391166512,2.5,1997
1997-05-26,119.336525173,97.010257548,-188.542658944,-132.58827403,11.0,1997
1997-05-28,-39.3534813431,22.1203334323,-472.502631099,-353.257577502,23.9,1997
1997-05-29,112.219011619,59.1949669547,-558.251438008,-494.174519839,55.0,1997
1997-05-30,147.372980692,136.764654265,-432.923911831,-279.418521054,1.2,1997
1997-06-02,293.995955111,132.420207322,-285.75930264,-117.152821095,23.8,1997
1997-06-03,40.8825655304,183.836801155,-703.004581163,-437.090265627,6.3,1997
1997-06-04,40.8825655304,136.435487761,-703.004581163,-227.257844044,11.2,1997
1997-06-07,83.0342067591,39.6073922619,6.21538930068,33.8738452323,1.2,1997
1997-06-08,260.78142048,148.360737424,-217.641590157,-94.4792554975,45.3,1997
1997-06-09,371.986347984,281.582256397,-231.083989135,-244.174739146,1.6,1997
1997-06-10,95.2472998519,114.167129308,-366.699755511,-298.738965834,7.5,1997
1997-06-11,-97.0375510422,18.4661552294,-680.169201976,-493.107718953,41.3,1997
1997-06-12,30.2398003172,102.677953324,-385.403041828,-252.375832416,12.4,1997
1997-06-13,87.7320533486,39.6904758146,-120.091968993,-51.1352708849,24.6,1997
1997-06-14,150.037912722,106.764721702,-175.321298985,-145.798671718,10.9,1997
1997-06-15,459.332213228,224.04670255,-46.1644711487,-72.9259010316,32.6,1997
1997-06-17,152.697034661,113.218955436,47.7277758139,13.1217791463,25.1,1997
1997-06-18,122.306714024,89.5419647395,-326.887802422,-156.709098687,17.3,1997
1997-06-19,353.869983859,176.89195612,-449.000063321,-189.34490352,40.1,1997
1997-06-20,614.246966258,395.157833773,-535.699306339,-261.516385029,12.5,1997
1997-06-21,308.897106543,276.460530196,-110.535139267,-96.1651943037,17.6,1997
1997-06-22,301.662499712,255.301527381,-157.716876327,-120.704087607,17.4,1997
1997-06-23,301.1940546,213.812303519,-124.427269532,-101.132860839,9.6,1997
1997-06-24,139.114072883,104.548665915,-61.7964892614,-42.5587735671,2.0,1997
1997-07-01,153.976515002,68.7610595806,16.0885429926,31.0617308004,7.3,1997
1997-07-02,292.582989092,104.170860807,66.2092603593,57.8549954341,7.4,1997
1997-07-03,291.892159308,150.763577109,4.54133700437,45.9713144791,23.8,1997
1997-07-06,128.694097928,152.731110084,-163.310495993,-46.3126532391,7.0,1997
1997-07-07,126.61587922,160.267877386,-332.697426986,-229.017411125,21.1,1997
1997-07-08,255.038707044,161.38574491,-223.073421083,-168.272701825,26.3,1997
1997-07-14,200.778302913,102.321654937,73.6565676267,22.1897740501,2.3,1997
1997-07-21,218.029351344,143.564384997,-191.105056468,-136.177187175,13.0,1997
1997-07-25,313.879147337,227.990511603,-240.245337383,-174.822324239,3.3,1997
1997-07-27,469.230187639,211.098312673,-228.134905627,-199.059360996,20.1,1997
1997-07-28,367.15233765,252.250312265,-492.443807018,-348.716497225,66.3,1997
1997-07-29,375.352787723,323.456490544,-438.28406217,-360.286457574,22.5,1997
1997-07-30,147.597041942,137.987486459,-233.765153459,-166.893462779,7.7,1997
1997-08-12,74.3615002816,59.4494096947,-105.948567542,-32.6350892086,1.1,1997
1997-08-13,241.35247102,146.309093759,-381.602136063,-278.705951789,3.4,1997
1997-08-15,-23.6591600686,-5.09234622844,51.2566066956,21.8714431706,7.0,1997
1997-08-16,-90.2511636249,-10.6630481208,-317.078554312,-145.648550453,86.8,1997
1997-08-17,-40.703417453,22.1346152972,-542.808787226,-348.423411213,23.3,1997
1997-08-18,111.433161446,85.8994488682,-160.411452272,-47.3261043262,1.3,1997
1997-08-24,272.21855066,195.652634783,33.0409062458,-19.4874615687,3.5,1997
1997-09-01,58.0028331527,48.2135515518,37.303171346,24.1639103919,3.0,1997
1997-09-02,93.2613782118,73.3574152257,-156.610040156,-84.4969572512,17.5,1997
1997-09-03,171.14256542,132.040713674,-308.785808007,-210.598461589,3.9,1997
1997-09-05,108.539707474,93.1891350787,-202.382217025,-42.2002136567,22.0,1997
1997-09-06,237.737320131,176.911422036,-504.931046686,-376.901758156,6.9,1997
1997-09-07,174.87625121,188.997974242,-393.5656756,-310.320749285,6.9,1997
1997-09-08,210.501355863,130.266084282,-203.15335776,-121.62065681,1.0,1997
1997-09-11,35.2557477136,5.80503856727,-28.8131074041,2.89197888505,2.0,1997
1997-09-21,265.847360441,138.103412501,-103.192194354,-26.1488968451,4.0,1997
1997-09-26,9.12108001438,4.54572465449,-64.4762714328,-12.9946596019,1.4,1997
1997-09-28,195.33093267,87.6550691926,-141.94893568,-98.7290006182,5.5,1997
1997-09-29,195.33093267,91.7258888967,-141.94893568,-52.9915260677,4.4,1997
1997-09-30,199.899823483,117.424849653,-41.8101005716,-61.7213129661,2.5,1997
1997-10-01,101.371996902,83.1452541209,-179.973626435,-93.1923108799,2.3,1997
1997-10-02,165.139698122,138.66651742,-283.541258431,-202.863405639,22.1,1997
1997-10-03,157.501342167,96.8172498422,-206.906034098,-106.554273166,14.2,1997
1997-10-04,159.390298925,119.135309346,-136.555897539,-78.1386126148,16.1,1997
1997-10-09,33.3553126548,27.8336233431,74.8948354191,-0.696060332995,14.6,1997
1997-10-10,130.554458504,102.69024276,-286.356703185,-171.413857155,10.0,1997
1997-10-12,81.9570162714,27.7778068791,-55.500072328,-35.309076115,1.3,1997
1997-10-13,-106.272657693,-47.2421838257,-449.929991163,-171.834540409,14.2,1997
1997-10-14,-106.272657693,-46.9035195668,-449.929991163,-370.691523915,36.1,1997
1997-10-26,159.365399329,120.198349584,-125.919039522,-53.6330218051,21.8,1997
1997-10-28,101.499271643,64.0609816964,-114.430017862,-33.2956290081,8.3,1997
1997-11-07,209.502574388,166.952386558,-181.541500338,-182.96062767,54.0,1997
1997-11-09,134.76676908,94.1344230591,-124.238026561,-106.774026216,17.4,1997
1997-11-10,169.20645916,120.146287536,-91.0626192791,-92.1749238761,2.6,1997
1997-11-11,218.54323276,157.211381018,-281.31220426,-145.672832746,14.5,1997
1997-12-25,106.212273499,79.0068386776,18.0186399436,15.6338550016,2.9,1997
1998-03-03,96.1121816782,63.2273568798,-60.2424365597,-41.7972302735,8.7,1998
1998-04-08,179.025250073,96.6553914449,-234.574448598,-71.3556859475,8.1,1998
1998-04-09,405.864385044,275.154034649,-591.760247099,-427.397728441,22.0,1998
1998-04-10,300.780886184,229.776090269,-526.037254876,-313.770145118,3.5,1998
1998-05-06,168.388578465,120.50520665,-372.080551619,-156.500124188,11.8,1998
1998-05-07,529.038377441,375.209740044,-635.8343374,-446.536282463,19.8,1998
1998-05-09,36.8693113453,63.7611328678,-452.833402566,-191.933462458,7.5,1998
1998-05-10,189.695063872,154.36042217,-722.65207933,-371.952750673,19.2,1998
1998-05-11,138.319105959,136.49536135,-309.529452322,-260.642687803,5.5,1998
1998-05-12,45.8483477878,77.9260438966,-457.468255874,-334.408488459,19.0,1998
1998-05-21,264.097919306,168.116626599,-364.572245653,-254.811904037,2.2,1998
1998-05-23,124.577974189,96.504205907,-334.026038625,-261.556104405,1.5,1998
1998-05-24,-28.5930033169,32.7676533476,-381.606118391,-305.936302579,24.7,1998
1998-05-26,124.801711615,73.0316735616,-160.275266358,-147.689928647,13.2,1998
1998-05-27,302.062557428,167.103380219,-393.265729655,-255.11367188,24.1,1998
1998-06-04,16.1482523664,33.0340907268,-123.949161646,-71.5009701647,32.8,1998
1998-06-05,123.973753531,127.34964824,-572.728456245,-381.516917911,15.3,1998
1998-06-06,230.117723954,189.444981184,-386.363664674,-281.105876092,1.3,1998
1998-06-10,-7.48077819035,7.4257662303,-81.5354822383,-20.47420901,1.7,1998
1998-06-15,22.4769127643,32.8181176686,-237.84096748,-130.313522086,18.2,1998
1998-06-16,125.837965587,76.0280228583,-310.361037577,-195.981984011,27.9,1998
1998-06-17,436.281908534,235.44295589,-514.673465196,-214.043951525,4.8,1998
1998-06-18,145.401946816,70.2905489148,74.1556569568,43.5018802089,20.9,1998
1998-06-28,95.6401566635,73.3248833739,-173.996973912,-59.6621131574,18.2,1998
1998-07-01,120.649387846,67.8375919713,-48.2802923023,5.18800071239,1.9,1998
1998-07-02,273.679849559,187.989640109,-32.0128860441,-43.9966755928,10.0,1998
1998-07-03,462.58054736,315.833618233,-161.359558765,-150.500877313,5.3,1998
1998-07-04,366.146059056,189.43067421,-132.101606542,-54.2729392695,1.9,1998
1998-07-05,121.730257401,96.532404301,-111.408469125,-103.725592845,19.0,1998
1998-07-06,52.8588912197,39.6215928729,-75.1744355289,9.42084052821,19.0,1998
1998-07-07,272.511508504,139.384504394,14.1694559567,28.0390491399,5.0,1998
1998-07-13,94.4599760878,61.0042465696,-129.571857105,-92.555683243,2.0,1998
1998-07-14,184.559034412,103.193116395,-163.231570486,-91.6698936126,9.6,1998
1998-07-26,144.323317975,93.6044853998,-86.020839832,-26.8725953636,3.9,1998
1998-08-03,94.4695991027,73.9156331433,-106.31973329,-68.364550982,1.2,1998
1998-08-07,227.855300703,161.59937292,-226.240906271,-99.4981914303,21.1,1998
1998-08-09,140.278974905,92.2483936086,-29.2650034356,-25.161901094,24.0,1998
1998-08-11,-51.9229306454,-13.1502046045,69.1197139811,57.6975554548,7.5,1998
1998-08-12,240.104754673,105.100083409,-87.3609966356,-0.924488776402,2.0,1998
1998-08-13,129.047249024,42.3801061358,108.291196017,83.1381570006,3.4,1998
1998-08-14,236.465282516,134.732715298,-12.4780290508,32.104498441,17.2,1998
1998-08-15,381.958806257,235.956980004,-11.4180451555,39.245865,7.4,1998
1998-08-16,331.606371687,198.532805814,23.9445454229,-47.2434778661,5.4,1998
1998-08-18,141.236427078,55.5368095878,20.6878591967,50.0043903964,4.0,1998
1998-09-07,122.219631689,52.1841408145,-34.4706110957,-8.81464708093,4.8,1998
1998-09-09,142.210307852,55.6370057263,-59.2172916237,3.88085738249,11.8,1998
1998-09-10,355.546053867,239.421657054,-257.279214962,-146.978303358,23.9,1998
1998-09-21,194.736492074,94.2159129498,-99.364598492,-51.5930747267,8.7,1998
1998-09-27,191.954049203,72.2989688364,97.6997284202,89.6072276353,7.6,1998
1998-11-07,105.63980881,106.577066336,-206.010695263,-148.400106939,16.8,1998
1998-11-26,165.201770802,129.508532222,16.8225471858,56.8689396028,12.5,1998
1998-12-15,287.682590468,126.484322863,-51.2135644558,9.27183738112,2.1,1998
1998-12-27,293.300264064,171.492505523,-24.9779877337,14.2633432821,2.2,1998
1999-01-07,159.585143836,82.4209314224,-61.560811325,21.1781837166,11.2,1999
1999-01-31,19.3655819437,23.1243740742,174.65378467,118.738569151,2.0,1999
1999-02-01,244.596783827,135.65910709,100.736874404,91.2389872288,4.0,1999
1999-02-28,241.727353186,161.693542215,-503.861329116,-262.618689774,12.2,1999
1999-03-05,133.850383377,97.525262975,-89.9355292525,-34.0747405946,9.2,1999
1999-03-06,189.635001375,122.017226857,-180.141562137,-41.9142759856,11.4,1999
1999-04-13,142.396939456,96.1559814258,179.474554262,120.069136489,1.1,1999
1999-04-25,-102.613762543,-82.2782349958,-261.780071301,-181.210491959,1.6,1999
1999-04-30,468.571738177,239.081039204,-155.076084173,-88.8911787353,18.1,1999
1999-05-01,468.571738177,285.115002994,-155.076084173,-81.0001366961,28.7,1999
1999-05-02,285.938744421,246.385510482,-97.0387375387,-89.0294041221,58.2,1999
1999-05-05,86.6977375811,37.7243174359,115.234582316,86.6538925745,25.8,1999
1999-05-13,65.0938248391,28.52604243,-75.0478579324,-41.9055364533,2.8,1999
1999-05-14,329.989495923,198.220960167,-260.164494389,-166.358639526,3.8,1999
1999-05-15,299.359924176,160.896739308,-180.751441054,-72.7330937548,3.4,1999
1999-05-16,106.637743665,98.5437429913,-155.11476216,-112.478598945,3.1,1999
1999-05-19,51.5623170271,43.4560461677,-24.3573149637,-6.90747019791,2.6,1999
1999-05-25,-21.637419432,-4.91993938534,52.4316342474,44.5239273361,3.8,1999
1999-05-26,329.210751986,224.106486603,-370.676244798,-136.671130608,31.0,1999
1999-05-27,246.703024823,257.370573304,-495.225402637,-349.946057855,35.0,1999
1999-06-10,188.055072533,95.3458817166,-3.90477886634,44.2644127382,27.4,1999
1999-06-12,96.8738924287,26.5829245635,-160.222781755,-5.07504175031,6.4,1999
1999-06-13,346.911445202,246.154376876,-417.343750835,-302.936853914,27.2,1999
1999-06-14,398.519243269,235.407022052,-426.031020259,-196.803260215,1.4,1999
1999-06-16,151.086131486,93.9244205321,-4.65745160187,-0.670138933345,12.1,1999
1999-06-17,41.824038302,86.1389728008,-463.785228975,-210.031597757,7.3,1999
1999-06-19,282.632423562,177.303486795,-140.90900413,-58.4813392964,3.6,1999
1999-06-20,449.688150547,345.385460918,-267.901483279,-207.357841413,48.0,1999
1999-06-21,489.016144289,421.945917032,-400.721415354,-264.907543982,14.6,1999
1999-06-23,162.269464362,103.855671716,-97.338038881,-84.5600053909,10.9,1999
1999-06-24,140.500306501,170.09375998,-253.719899973,-110.843681934,6.9,1999
1999-06-25,384.246143027,258.390784746,-397.525232905,-211.069724216,55.0,1999
1999-06-26,384.246143027,242.501288354,-397.525232905,-233.842384039,12.2,1999
1999-06-27,140.864464056,76.5430343496,-212.943111093,-124.180974549,7.0,1999
1999-06-28,76.147061118,58.7513080074,-84.5123220966,-24.6067409716,5.5,1999
1999-06-29,93.129219647,35.1905183809,16.2190763304,18.7961446162,16.9,1999
1999-06-30,173.397599838,93.820238387,-181.071173917,-80.1625890385,8.8,1999
1999-07-01,173.397599838,161.097927924,-181.071173917,-106.371514703,39.1,1999
1999-07-09,226.665562175,125.03536378,-226.135500401,-95.3577949427,24.1,1999
1999-07-10,207.885414575,156.710231008,-243.864951842,-131.560631493,3.5,1999
1999-07-11,105.983548464,84.6848433113,-130.676601568,-55.7829892396,9.4,1999
1999-07-12,122.829384284,81.0182644031,-17.8195404189,-32.2713668155,1.6,1999
1999-07-17,-17.3876046324,-11.3715703099,44.5615765982,35.5356578202,1.6,1999
1999-07-18,14.5693584421,0.697579760525,-34.5939914722,-8.89104285781,2.6,1999
1999-07-20,166.131953163,89.6770634159,-123.053748749,-78.888560772,22.5,1999
1999-07-28,300.249790582,117.343369422,-463.185070928,-187.960605388,43.0,1999
1999-08-04,241.741453818,181.535806292,-229.313545937,-189.024547916,10.2,1999
1999-08-05,511.510475209,293.882840425,-369.253544699,-186.950515739,2.0,1999
1999-08-18,168.052398978,191.209842207,-414.707838088,-274.863869314,77.4,1999
1999-08-19,338.665924741,257.554151192,-559.135979303,-382.471544848,30.1,1999
1999-08-20,192.812628001,168.054697335,-245.863681338,-220.800818024,6.8,1999
1999-08-21,180.144036636,101.450365399,-219.259567171,-91.317126452,1.0,1999
1999-08-27,198.082788732,111.168695346,-249.869919256,-90.4698996505,5.3,1999
1999-08-28,198.082788732,148.205232858,-249.869919256,-143.834392985,19.7,1999
1999-08-29,286.86016252,115.314900212,-346.331817867,-230.451359021,11.3,1999
1999-08-30,286.86016252,185.608003953,-346.331817867,-217.747991404,5.0,1999
1999-08-31,188.704080275,145.096860524,-188.740976365,-139.873430429,42.4,1999
1999-09-01,273.919591996,186.951332517,-172.046073667,-229.992652884,15.3,1999
1999-09-02,273.919591996,177.478053118,-172.046073667,-97.6014224696,4.6,1999
1999-09-03,74.2972866546,110.808447536,-272.790755618,-166.472082301,5.2,1999
1999-09-04,114.230141274,80.3271497907,-159.553703344,-102.616961576,10.9,1999
1999-09-05,223.655490535,92.2227653804,-181.228569696,-137.710935754,37.9,1999
1999-09-06,318.913849055,241.389148266,-258.584887542,-194.263562632,6.0,1999
1999-09-07,243.171724911,178.38891394,-110.278119638,-48.3979721472,6.7,1999
